"","logFC","logCPM","F","PValue"
"CAMTA1",0.0418599652091413,4.32871851259627,0.107375921245131,0.748448873764355
"VAMP3",-0.0301803707668672,7.09946298226133,0.130322900891149,0.723985160904913
"PER3",-0.499179067812918,3.38541888921533,11.3582694258488,0.00512146550228225
"PARK7",0.109120005980629,7.30971033428933,1.84693012914581,0.197603616577392
"ERRFI1",0.388966764173674,7.44708597881487,18.6436279463693,0.000864519532447491
"RERE",0.0161653142898527,6.54286735092387,0.0270032196142235,0.872040347330532
"ENO1",0.243441891128827,11.3126196611916,7.62761242517694,0.0163629554856571
"SLC2A5",-0.664348116926351,0.420388371569441,3.76386680071321,0.0747234423334962
"GPR157",0.287723042054407,2.63372876314884,1.00925844456423,0.333693294742636
"H6PD",-0.106835586565588,5.21499245355453,1.13430671842117,0.306535474737289
"SPSB1",-0.0991667816151143,5.90848988933313,1.24259810471649,0.285461864453145
"SLC25A33",0.353163071801028,0.911814959644495,1.40195674521672,0.257916331736524
"TMEM201",0.127152523938382,2.5360076780346,0.398304345388093,0.539071977321034
"PIK3CD",0.301202433247779,4.9224348647432,7.98152960519328,0.0145053100699192
"CLSTN1",-0.00203283375785353,9.49599039260553,0.00058499421293267,0.981076683745091
"CTNNBIP1",-0.148531381481695,5.03704542541924,1.90694399251081,0.190935930814466
"LZIC",-0.0501098931321212,4.95267511148767,0.162126057880777,0.693849798284081
"NMNAT1",0.206741552526271,5.24336150703513,4.323893213273,0.058262034827089
"RBP7",0.574863865763216,0.112941936881647,1.60837652416399,0.227300023485518
"UBE4B",-0.124188508556729,6.44422445544618,2.16943307977065,0.164936380726514
"KIF1B",0.0267802237835034,6.93457112633653,0.11003470554999,0.745472674247325
"PGD",0.218657808830667,8.07449547085218,4.81421695569645,0.0473069634225038
"DFFA",0.0619621602321688,6.26629176330147,0.386220909694104,0.545201159138154
"PEX14",0.0456052786368632,5.14281099010109,0.0940185969341166,0.764059601798786
"CASZ1",-0.146390162812048,4.74810546392222,1.03291065216384,0.328300648105717
"TARDBP",-0.0297396204350442,7.6387006382672,0.101379600070609,0.755315280788091
"SRM",0.397122997143045,5.07047608366487,12.1872103846642,0.00406806903731449
"EXOSC10",0.101754939369504,6.59178190130267,1.23883478249746,0.286159994139631
"MTOR",0.170727728802093,7.0065593669367,4.08687130152607,0.0646351797011437
"UBIAD1",0.128489572593175,4.07218520755787,1.02601484124618,0.329859882239169
"FBXO2",0.102691762044081,6.12907057723046,0.496850025672918,0.493513505392171
"FBXO44",0.0566611318248868,5.24289309149685,0.254555927325518,0.622457675763798
"FBXO6",0.235560508826911,3.26257053270577,1.95972900366984,0.185308627067461
"MAD2L2",0.075422935441247,3.1388607476,0.173246666986868,0.684136154848816
