"","logFC","logCPM","F","PValue"
"GCDH",0.259992266147524,3.06514247918525,2.10640922930726,0.168647434353964
"FARSA",0.264127161062804,6.13728844774113,5.31274261834127,0.0369445506003721
"CALR",0.0891830445976228,11.0156786142557,1.06888796357351,0.318667943143129
"RAD23A",0.109576733372312,6.30677619915804,1.07619214813357,0.317078880397609
"GADD45GIP1",0.243922708122846,5.18042518102743,2.55421973740394,0.132243184200971
"NFIX",-0.31730610413535,6.0377755103538,10.9555713212139,0.00513869505283023
"TRMT1",0.25454204264975,5.11144540027818,3.83629466887309,0.0703127799731703
"NACC1",0.00378362157434737,6.88016849598682,0.00134763753700246,0.971232655482288
"STX10",0.0361080645139699,5.33273398165026,0.114645761865666,0.739923378890989
"IER2",0.022622926260805,4.44861829465895,0.0388024194441325,0.84666215525336
"CCDC130",0.0708488425002346,3.52661974549246,0.227136527456316,0.640983409838919
"MRI1",-0.199573897175999,5.04392025385756,2.52090867730481,0.134592705637793
"C19orf53",-0.0382116710797064,5.93067900561152,0.106186361556109,0.749331753440623
"ZSWIM4",0.512528924957948,5.07862595131077,17.1066209052804,0.00100183317699421
"LOC284454",0.197348024738829,3.92228517119795,1.49586049535472,0.241431048775648
"CC2D1A",0.0528818507562327,5.22826461556288,0.102175449700952,0.753938718087311
"PODNL1",-0.153871803110426,2.39767216665401,0.648892590216146,0.433932959374766
"DCAF15",-0.0811645151458022,3.98312746223066,0.289054871732241,0.599241132523397
"RFX1",0.0555763587952024,2.57726667306331,0.0656569404336781,0.801482793855473
"IL27RA",-0.0523743400582995,2.13127875924545,0.0580213138139177,0.813131155717207
"SAMD1",0.362144255547694,4.28566519276398,6.04720302825609,0.0275055399849746
"PRKACA",-0.0334857422934302,6.92825656375233,0.149154163705925,0.705131195559941
"ASF1B",0.24541686935606,2.40618558518336,1.39492610241845,0.257185384490648
"LOC100507373",0.2524872677118,0.777503514351353,0.608413461609637,0.448329306900288
"DDX39A",0.123728614207536,4.7437451959792,1.03710334612556,0.325715376245747
"PKN1",0.0410232050785571,3.44137318425238,0.0787276322509029,0.783119029079752
"GIPC1",0.0916379500503952,8.2126548295082,0.656887015272659,0.431177993133655
"DNAJB1",-0.0437614054859461,8.31297178905814,0.287689415023307,0.600096379941815
"TECR",0.0411170397566014,6.36398964881588,0.203953269467839,0.658442487638386
"NDUFB7",0.0835835191598212,5.21172643594565,0.237421185512456,0.633590474838376
"ZNF333",-0.319251596090025,2.88144788802717,3.65333193524307,0.0765770449984643
"SYDE1",0.311107284524308,3.11872618745605,3.77341776709388,0.0723940998802766
"ILVBL",0.0295052205675319,4.24201121012795,0.0536010961069614,0.820249895171767
"NOTCH3",-0.100934867069312,6.74462723169965,0.736990038080047,0.405037128531785
"EPHX3",0.436669367712884,0.994072780212603,1.33245291050274,0.267629282508376
"BRD4",-0.0805436242703503,6.02475699810746,0.714129740851508,0.412238263027375
"AKAP8",0.174768586232972,5.65890389294444,2.67216398169953,0.124319206114039
